ts,factory,line,pass,fail,yield_pct,avail_pct,perform_pct,oee_pct
2026-09-17T13:00:00Z,Kitting,KIT08,2355,13,99.46,100.0,76.4,75.98
2026-09-17T14:00:00Z,Assembly,ASM01,3056,80,97.45,100.0,92.25,89.9
2026-09-17T14:00:00Z,Assembly,ASM02,992,28,97.21,45.0,75.6,33.07
2026-09-17T14:00:00Z,Assembly,ASM05,2145,26,98.79,76.67,88.5,67.03
2026-09-17T14:00:00Z,Molding,MLD03,1719,67,96.23,96.67,65.99,61.39
2026-09-17T14:00:00Z,Molding,MLD04,2344,5,99.77,85.0,83.75,71.02
2026-09-17T14:00:00Z,Molding,MLD05,361,23,94.1,25.0,52.94,12.45
2026-09-17T14:00:00Z,Molding,MLD06,700,25,96.49,41.67,64.47,25.92
2026-09-17T14:00:00Z,Molding,MLD07,560,23,96.03,31.67,70.89,21.56
2026-09-17T14:00:00Z,Coating,COT01,1175,47,96.17,81.67,62.33,48.95
2026-09-17T14:00:00Z,Coating,COT02,2284,90,96.22,91.67,80.93,71.38
2026-09-17T14:00:00Z,Coating,COT03,1821,40,97.88,100.0,62.01,60.69
2026-09-17T14:00:00Z,Packaging,PKG04,1431,82,94.57,65.0,77.61,47.7
2026-09-17T14:00:00Z,Packaging,PKG05,1021,145,87.58,90.0,49.83,39.28
2026-09-17T14:00:00Z,Packaging,PKG06,2152,196,91.65,91.67,82.64,69.42
2026-09-17T14:00:00Z,Packaging,PKG07,392,39,90.99,41.67,43.13,16.35
2026-09-17T14:00:00Z,Packaging,PKG08,1890,190,90.86,86.67,75.02,59.07
2026-09-17T14:00:00Z,Kitting,KIT03,1609,40,97.57,65.0,84.55,53.62
2026-09-17T14:00:00Z,Kitting,KIT04,2200,9,99.59,85.0,78.74,66.66
2026-09-17T14:00:00Z,Kitting,KIT05,1319,24,98.19,75.0,61.75,45.47
2026-09-17T14:00:00Z,Kitting,KIT07,2549,12,99.53,100.0,85.38,84.98
2026-09-17T14:00:00Z,Kitting,KIT08,1891,6,99.68,88.33,69.29,61.01
2026-09-17T15:00:00Z,Assembly,ASM01,1988,69,96.65,70.0,86.44,58.48
2026-09-17T15:00:00Z,Assembly,ASM02,1990,63,96.93,85.0,80.51,66.34
2026-09-17T15:00:00Z,Assembly,ASM05,2268,48,97.93,88.33,81.94,70.88
2026-09-17T15:00:00Z,Molding,MLD03,1376,34,97.58,68.33,73.71,49.15
2026-09-17T15:00:00Z,Molding,MLD04,1972,9,99.55,78.33,76.64,59.77
2026-09-17T15:00:00Z,Molding,MLD05,1716,103,94.33,100.0,62.73,59.17
2026-09-17T15:00:00Z,Molding,MLD06,667,32,95.46,46.67,55.45,24.7
2026-09-17T15:00:00Z,Molding,MLD07,1392,37,97.39,86.67,63.45,53.55
2026-09-17T15:00:00Z,Coating,COT01,778,28,96.55,56.67,59.24,32.41
2026-09-17T15:00:00Z,Coating,COT02,1476,57,96.31,58.33,82.11,46.13
2026-09-17T15:00:00Z,Coating,COT03,963,29,97.04,45.0,73.52,32.11
2026-09-17T15:00:00Z,Packaging,PKG04,2072,102,95.33,100.0,72.45,69.06
2026-09-17T15:00:00Z,Packaging,PKG05,776,105,88.12,66.67,50.8,29.84
2026-09-17T15:00:00Z,Packaging,PKG06,1730,170,91.04,86.67,70.74,55.81
2026-09-17T15:00:00Z,Packaging,PKG07,826,79,91.24,86.67,43.5,34.4
2026-09-17T15:00:00Z,Packaging,PKG08,2054,241,89.51,90.0,79.69,64.19
2026-09-17T15:00:00Z,Kitting,KIT03,2281,26,98.89,100.0,76.89,76.04
2026-09-17T15:00:00Z,Kitting,KIT04,1747,36,97.97,66.67,81.05,52.94
2026-09-17T15:00:00Z,Kitting,KIT05,623,10,98.43,33.33,65.51,21.49
2026-09-17T15:00:00Z,Kitting,KIT07,2137,2,99.9,91.67,77.8,71.25
2026-09-17T15:00:00Z,Kitting,KIT08,1326,35,97.42,63.33,69.31,42.77
2026-09-17T16:00:00Z,Assembly,ASM01,2535,74,97.16,83.33,92.08,74.55
2026-09-17T16:00:00Z,Assembly,ASM02,1594,52,96.82,73.33,74.85,53.14
2026-09-17T16:00:00Z,Assembly,ASM05,1674,47,97.25,60.0,89.63,52.3
2026-09-17T16:00:00Z,Molding,MLD03,753,23,96.98,43.33,64.02,26.9
2026-09-17T16:00:00Z,Molding,MLD04,2271,45,98.07,88.33,79.45,68.83
2026-09-17T16:00:00Z,Molding,MLD05,1304,72,94.78,85.0,55.8,44.96
2026-09-17T16:00:00Z,Molding,MLD06,1283,47,96.44,81.67,60.32,47.5
2026-09-17T16:00:00Z,Molding,MLD07,1319,60,95.67,88.33,60.01,50.72
2026-09-17T16:00:00Z,Coating,COT01,448,16,96.64,28.33,68.13,18.66
2026-09-17T16:00:00Z,Coating,COT02,1828,36,98.06,76.67,75.99,57.13
2026-09-17T16:00:00Z,Packaging,PKG04,664,46,93.5,36.67,64.54,22.13
2026-09-17T16:00:00Z,Packaging,PKG05,1310,194,87.07,98.33,58.84,50.38
2026-09-17T16:00:00Z,Packaging,PKG06,2242,201,91.77,93.33,84.43,72.32
2026-09-17T16:00:00Z,Packaging,PKG07,584,59,90.84,61.67,43.42,24.32
2026-09-17T16:00:00Z,Packaging,PKG08,1493,167,89.91,68.33,75.91,46.64
2026-09-17T16:00:00Z,Kitting,KIT03,1758,22,98.78,70.0,84.73,58.58
2026-09-17T16:00:00Z,Kitting,KIT04,3008,33,98.91,100.0,92.17,91.16
2026-09-17T16:00:00Z,Kitting,KIT05,855,22,97.49,43.33,69.83,29.5
2026-09-17T16:00:00Z,Kitting,KIT07,2114,4,99.79,86.67,81.48,70.47
2026-09-17T16:00:00Z,Kitting,KIT08,2252,20,99.1,100.0,73.3,72.64
2026-09-17T17:00:00Z,Assembly,ASM01,2539,72,97.25,86.67,88.6,74.67
2026-09-17T17:00:00Z,Assembly,ASM02,2387,66,97.3,100.0,81.77,79.56
2026-09-17T17:00:00Z,Assembly,ASM05,1796,59,96.8,71.67,80.91,56.13
2026-09-17T17:00:00Z,Molding,MLD03,2024,72,96.58,100.0,74.86,72.3
2026-09-17T17:00:00Z,Molding,MLD04,2435,10,99.6,93.33,79.36,73.77
2026-09-17T17:00:00Z,Molding,MLD05,804,49,94.3,53.33,55.12,27.72
2026-09-17T17:00:00Z,Molding,MLD06,992,44,95.72,70.0,54.81,36.72
2026-09-17T17:00:00Z,Molding,MLD07,1248,36,97.23,78.33,63.02,48.0
2026-09-17T17:00:00Z,Coating,COT01,796,20,97.58,55.0,61.78,33.16
2026-09-17T17:00:00Z,Coating,COT02,2352,46,98.07,98.33,76.22,73.5
2026-09-17T17:00:00Z,Coating,COT03,1814,25,98.64,81.67,75.08,60.48
2026-09-17T17:00:00Z,Packaging,PKG05,403,56,87.75,33.33,53.04,15.51
2026-09-17T17:00:00Z,Packaging,PKG06,716,69,91.26,33.33,75.96,23.11
2026-09-17T17:00:00Z,Packaging,PKG07,794,92,89.64,78.33,47.12,33.09
2026-09-17T17:00:00Z,Packaging,PKG08,1697,194,89.75,83.33,70.89,53.02
2026-09-17T17:00:00Z,Kitting,KIT03,1938,23,98.82,85.0,76.92,64.61
2026-09-17T17:00:00Z,Kitting,KIT04,2388,22,99.09,83.33,87.66,72.38
2026-09-17T17:00:00Z,Kitting,KIT05,1708,42,97.6,88.33,68.32,58.9
2026-09-17T17:00:00Z,Kitting,KIT07,42,0,99.11,1.67,84.42,1.39
2026-09-17T17:00:00Z,Kitting,KIT08,1564,21,98.67,68.33,74.85,50.46
2026-09-17T18:00:00Z,Assembly,ASM01,2258,49,97.89,80.0,84.79,66.4
2026-09-17T18:00:00Z,Assembly,ASM02,1785,48,97.38,73.33,83.3,59.49
2026-09-17T18:00:00Z,Assembly,ASM05,1836,53,97.18,70.0,84.35,57.38
2026-09-17T18:00:00Z,Molding,MLD03,1314,97,93.14,75.0,67.2,46.94
2026-09-17T18:00:00Z,Molding,MLD04,1818,4,99.76,70.0,78.88,55.09
2026-09-17T18:00:00Z,Molding,MLD05,1589,111,93.45,98.33,59.64,54.81
2026-09-17T18:00:00Z,Molding,MLD06,1149,50,95.83,78.33,56.69,42.55
2026-09-17T18:00:00Z,Molding,MLD07,1243,47,96.38,73.33,67.64,47.81
2026-09-17T18:00:00Z,Coating,COT01,1174,76,93.94,88.33,58.96,48.92
2026-09-17T18:00:00Z,Coating,COT02,1385,32,97.72,65.0,68.16,43.29
2026-09-17T18:00:00Z,Coating,COT03,1859,40,97.91,91.67,69.05,61.97
2026-09-17T18:00:00Z,Packaging,PKG05,1080,154,87.53,100.0,47.47,41.55
2026-09-17T18:00:00Z,Packaging,PKG06,1790,164,91.6,86.67,72.74,57.74
2026-09-17T18:00:00Z,Packaging,PKG07,768,89,89.59,68.33,52.27,32.0
2026-09-17T18:00:00Z,Packaging,PKG08,901,106,89.47,40.0,78.7,28.17
2026-09-17T18:00:00Z,Kitting,KIT03,1606,98,94.24,73.33,77.45,53.53
2026-09-17T18:00:00Z,Kitting,KIT04,2249,23,98.99,85.0,81.0,68.15
2026-09-17T18:00:00Z,Kitting,KIT05,1654,129,92.75,83.33,73.81,57.05
2026-09-17T18:00:00Z,Kitting,KIT07,1988,21,98.97,85.0,78.77,66.26
2026-09-17T18:00:00Z,Kitting,KIT08,1796,24,98.68,86.67,67.76,57.95
2026-09-17T19:00:00Z,Assembly,ASM01,2110,56,97.41,73.33,86.89,62.06
2026-09-17T19:00:00Z,Assembly,ASM02,1855,72,96.25,83.33,77.1,61.84
2026-09-17T19:00:00Z,Assembly,ASM05,2381,39,98.4,91.67,82.5,74.41
2026-09-17T19:00:00Z,Molding,MLD03,1583,119,93.01,88.33,68.82,56.55
2026-09-17T19:00:00Z,Molding,MLD04,2458,49,98.04,96.67,78.59,74.48
2026-09-17T19:00:00Z,Molding,MLD05,743,39,95.03,40.0,67.44,25.63
2026-09-17T19:00:00Z,Molding,MLD06,1448,90,94.13,90.0,63.31,53.63
2026-09-17T19:00:00Z,Molding,MLD07,1395,39,97.25,81.67,67.58,53.67
2026-09-17T19:00:00Z,Coating,COT01,1516,120,92.67,100.0,68.18,63.18
2026-09-17T19:00:00Z,Coating,COT02,2507,68,97.35,100.0,80.49,78.36
2026-09-17T19:00:00Z,Coating,COT03,1496,25,98.36,78.33,64.74,49.88
2026-09-17T19:00:00Z,Packaging,PKG05,491,74,86.9,45.0,48.28,18.88
2026-09-17T19:00:00Z,Packaging,PKG06,1911,189,91.0,90.0,75.29,61.66
2026-09-17T19:00:00Z,Packaging,PKG07,765,90,89.45,81.67,43.64,31.88
2026-09-17T19:00:00Z,Packaging,PKG08,1928,220,89.74,100.0,67.14,60.25
2026-09-17T19:00:00Z,Kitting,KIT03,2203,144,93.87,100.0,78.22,73.42
2026-09-17T19:00:00Z,Kitting,KIT04,2467,14,99.43,83.33,90.21,74.74
2026-09-17T19:00:00Z,Kitting,KIT05,1230,67,94.84,68.33,65.45,42.42
2026-09-17T19:00:00Z,Kitting,KIT07,1564,3,99.79,61.67,84.7,52.12
2026-09-17T19:00:00Z,Kitting,KIT08,1959,8,99.61,88.33,71.81,63.18
2026-09-17T20:00:00Z,Assembly,ASM01,1925,65,96.74,65.0,90.05,56.62
2026-09-17T20:00:00Z,Assembly,ASM02,1754,77,95.8,85.0,71.79,58.46
2026-09-17T20:00:00Z,Assembly,ASM05,2313,29,98.78,83.33,87.8,72.27
2026-09-17T20:00:00Z,Molding,MLD03,894,17,98.15,50.0,65.08,31.94
2026-09-17T20:00:00Z,Molding,MLD04,2505,32,98.73,88.33,87.05,75.92
2026-09-17T20:00:00Z,Molding,MLD05,1262,71,94.65,78.33,58.71,43.53
2026-09-17T20:00:00Z,Molding,MLD06,1142,46,96.1,71.67,61.4,42.29
2026-09-17T20:00:00Z,Molding,MLD07,1204,31,97.49,78.33,60.62,46.29
2026-09-17T20:00:00Z,Coating,COT01,835,36,95.91,53.33,68.02,34.79
2026-09-17T20:00:00Z,Coating,COT02,1677,63,96.37,78.33,69.4,52.39
2026-09-17T20:00:00Z,Coating,COT03,1429,18,98.73,63.33,76.19,47.64
2026-09-17T20:00:00Z,Packaging,PKG04,1578,106,93.69,76.67,73.24,52.61
2026-09-17T20:00:00Z,Packaging,PKG05,1260,172,88.0,91.67,60.06,48.45
2026-09-17T20:00:00Z,Packaging,PKG06,1428,132,91.54,60.0,83.85,46.06
2026-09-17T20:00:00Z,Packaging,PKG07,1019,103,90.84,100.0,46.75,42.46
2026-09-17T20:00:00Z,Packaging,PKG08,1584,184,89.6,76.67,72.05,49.49
2026-09-17T20:00:00Z,Kitting,KIT03,1735,28,98.4,80.0,73.46,57.83
2026-09-17T20:00:00Z,Kitting,KIT04,2451,45,98.18,81.67,92.61,74.26
2026-09-17T20:00:00Z,Kitting,KIT05,1684,59,96.63,85.0,70.69,58.06
2026-09-17T20:00:00Z,Kitting,KIT07,1633,6,99.63,65.0,84.08,54.45
2026-09-17T20:00:00Z,Kitting,KIT08,1220,24,98.09,51.67,77.63,39.34
2026-09-17T21:00:00Z,Assembly,ASM01,3128,119,96.35,100.0,95.49,92.0
2026-09-17T21:00:00Z,Assembly,ASM02,2048,78,96.32,100.0,70.88,68.27
2026-09-17T21:00:00Z,Assembly,ASM05,1464,33,97.78,55.0,85.06,45.75
2026-09-17T21:00:00Z,Molding,MLD03,963,18,98.17,46.67,75.06,34.38
2026-09-17T21:00:00Z,Molding,MLD04,1898,6,99.68,78.33,73.65,57.51
2026-09-17T21:00:00Z,Molding,MLD05,1247,70,94.69,70.0,64.89,43.01
2026-09-17T21:00:00Z,Molding,MLD07,1271,61,95.46,76.67,66.82,48.9
2026-09-17T21:00:00Z,Coating,COT01,1362,40,97.18,98.33,59.38,56.75
2026-09-17T21:00:00Z,Coating,COT02,1808,51,97.27,78.33,74.17,56.51
2026-09-17T21:00:00Z,Coating,COT03,1643,57,96.63,80.0,70.85,54.77
2026-09-17T21:00:00Z,Packaging,PKG04,1748,91,95.06,91.67,66.85,58.25
2026-09-17T21:00:00Z,Packaging,PKG05,1187,167,87.68,96.67,53.88,45.67
2026-09-17T21:00:00Z,Packaging,PKG06,2129,203,91.31,98.33,76.5,68.69
2026-09-17T21:00:00Z,Packaging,PKG07,928,87,91.46,76.67,55.12,38.65
2026-09-17T21:00:00Z,Packaging,PKG08,1613,169,90.51,75.0,74.25,50.4
2026-09-17T21:00:00Z,Kitting,KIT03,749,10,98.69,35.0,72.27,24.96
2026-09-17T21:00:00Z,Kitting,KIT04,2514,17,99.35,96.67,79.34,76.19
2026-09-17T21:00:00Z,Kitting,KIT05,1490,17,98.88,83.33,62.34,51.37
2026-09-17T21:00:00Z,Kitting,KIT07,1750,16,99.11,76.67,76.77,58.34
2026-09-17T21:00:00Z,Kitting,KIT08,2145,55,97.49,91.67,77.43,69.19
2026-09-17T22:00:00Z,Assembly,ASM01,2052,56,97.33,75.0,82.69,60.36
2026-09-17T22:00:00Z,Assembly,ASM02,1831,79,95.86,78.33,81.3,61.05
2026-09-17T22:00:00Z,Molding,MLD03,1274,40,96.95,70.0,67.05,45.51
2026-09-17T22:00:00Z,Molding,MLD04,1704,43,97.52,73.33,72.19,51.63
2026-09-17T22:00:00Z,Molding,MLD05,1196,53,95.79,68.33,62.99,41.23
2026-09-17T22:00:00Z,Molding,MLD06,712,32,95.74,48.33,56.99,26.37
2026-09-17T22:00:00Z,Molding,MLD07,1459,44,97.05,95.0,60.86,56.11
2026-09-17T22:00:00Z,Coating,COT01,330,12,96.41,25.0,57.13,13.77
2026-09-17T22:00:00Z,Coating,COT02,1936,71,96.44,88.33,71.0,60.49
2026-09-17T22:00:00Z,Coating,COT03,1456,26,98.22,76.67,64.46,48.54
2026-09-17T22:00:00Z,Packaging,PKG04,1067,71,93.73,60.0,63.25,35.57
2026-09-17T22:00:00Z,Packaging,PKG06,538,43,92.65,26.67,70.22,17.35
2026-09-17T22:00:00Z,Packaging,PKG08,1264,135,90.35,66.67,65.57,39.5
2026-09-17T22:00:00Z,Kitting,KIT04,2362,25,98.95,81.67,88.56,71.56
2026-09-17T22:00:00Z,Kitting,KIT05,1702,41,97.63,90.0,66.81,58.7
2026-09-17T22:00:00Z,Kitting,KIT07,1364,1,99.9,60.0,75.87,45.48
2026-09-17T22:00:00Z,Kitting,KIT08,1092,19,98.27,53.33,67.2,35.22
2026-09-17T23:00:00Z,Assembly,ASM01,934,24,97.51,30.0,93.88,27.46
2026-09-17T23:00:00Z,Assembly,ASM02,2230,106,95.46,98.33,79.2,74.34
2026-09-17T23:00:00Z,Molding,MLD03,1696,54,96.89,81.67,76.54,60.56
2026-09-17T23:00:00Z,Molding,MLD04,2414,27,98.91,93.33,79.25,73.16
2026-09-17T23:00:00Z,Molding,MLD06,583,37,94.11,35.0,65.57,21.6
2026-09-17T23:00:00Z,Molding,MLD07,1136,32,97.22,63.33,70.96,43.69
2026-09-17T23:00:00Z,Coating,COT01,1081,32,97.14,76.67,60.46,45.03
2026-09-17T23:00:00Z,Coating,COT02,1891,68,96.54,81.67,74.96,59.1
2026-09-17T23:00:00Z,Coating,COT03,1434,20,98.61,73.33,66.11,47.81
2026-09-17T23:00:00Z,Packaging,PKG04,1513,86,94.6,76.67,69.54,50.43
2026-09-17T23:00:00Z,Packaging,PKG05,867,142,85.91,63.33,61.3,33.35
2026-09-17T23:00:00Z,Packaging,PKG06,2018,150,93.09,96.67,72.35,65.1
2026-09-17T23:00:00Z,Packaging,PKG07,860,83,91.2,80.0,49.13,35.85
2026-09-17T23:00:00Z,Packaging,PKG08,852,104,89.12,46.67,64.02,26.63
2026-09-17T23:00:00Z,Kitting,KIT04,1821,30,98.39,61.67,90.93,55.17
2026-09-17T23:00:00Z,Kitting,KIT05,2032,41,98.01,95.0,75.27,70.08
2026-09-17T23:00:00Z,Kitting,KIT07,1747,21,98.83,75.0,78.56,58.24
2026-09-17T23:00:00Z,Kitting,KIT08,2012,35,98.3,93.33,70.72,64.89
2026-09-18T00:00:00Z,Assembly,ASM02,38,2,95.43,1.67,80.27,1.28
2026-09-18T00:00:00Z,Assembly,ASM05,471,7,98.64,16.67,89.61,14.73
2026-09-18T00:00:00Z,Molding,MLD03,1895,55,97.2,91.67,75.97,67.69
2026-09-18T00:00:00Z,Molding,MLD04,1549,30,98.12,60.0,79.73,46.94
2026-09-18T00:00:00Z,Molding,MLD05,1346,90,93.71,73.33,67.53,46.4
2026-09-18T00:00:00Z,Molding,MLD06,762,29,96.32,48.33,60.61,28.22
2026-09-18T00:00:00Z,Molding,MLD07,1400,48,96.71,83.33,66.83,53.85
2026-09-18T00:00:00Z,Coating,COT01,1525,47,97.01,95.0,68.93,63.53
2026-09-18T00:00:00Z,Coating,COT02,2263,54,97.68,91.67,78.97,70.71
2026-09-18T00:00:00Z,Coating,COT03,1946,22,98.9,100.0,65.59,64.86
2026-09-18T00:00:00Z,Packaging,PKG04,1800,105,94.49,100.0,63.49,59.99
2026-09-18T00:00:00Z,Packaging,PKG05,1132,182,86.12,88.33,57.23,43.53
2026-09-18T00:00:00Z,Packaging,PKG06,1723,138,92.57,73.33,81.85,55.57
2026-09-18T00:00:00Z,Packaging,PKG07,1172,127,90.22,100.0,54.13,48.84
2026-09-18T00:00:00Z,Packaging,PKG08,1829,217,89.41,80.0,79.89,57.15
2026-09-18T00:00:00Z,Kitting,KIT03,1517,6,99.59,66.67,76.18,50.58
2026-09-18T00:00:00Z,Kitting,KIT04,2455,62,97.55,88.33,86.34,74.4
2026-09-18T00:00:00Z,Kitting,KIT07,2304,2,99.9,100.0,76.88,76.8
2026-09-18T01:00:00Z,Assembly,ASM01,2261,57,97.55,80.0,85.21,66.5
2026-09-18T01:00:00Z,Assembly,ASM02,2295,78,96.7,100.0,79.1,76.49
2026-09-18T01:00:00Z,Assembly,ASM05,1935,57,97.15,80.0,77.81,60.47
2026-09-18T01:00:00Z,Molding,MLD03,2024,31,98.48,100.0,73.4,72.28
2026-09-18T01:00:00Z,Molding,MLD04,2166,47,97.86,88.33,75.93,65.63
2026-09-18T01:00:00Z,Molding,MLD05,1202,74,94.19,78.33,56.18,41.45
2026-09-18T01:00:00Z,Molding,MLD06,1731,72,95.98,100.0,66.79,64.1
2026-09-18T01:00:00Z,Molding,MLD07,940,31,96.79,60.0,62.22,36.14
2026-09-18T01:00:00Z,Coating,COT01,935,19,98.06,61.67,64.42,38.95
2026-09-18T01:00:00Z,Coating,COT02,1786,47,97.44,73.33,78.11,55.82
2026-09-18T01:00:00Z,Coating,COT03,1606,43,97.37,86.67,63.44,53.54
2026-09-18T01:00:00Z,Packaging,PKG04,797,45,94.69,45.0,62.35,26.57
2026-09-18T01:00:00Z,Packaging,PKG05,1094,167,86.75,96.67,50.16,42.06
2026-09-18T01:00:00Z,Packaging,PKG06,1862,161,92.04,86.67,75.3,60.06
2026-09-18T01:00:00Z,Packaging,PKG07,912,83,91.62,78.33,52.94,38.0
2026-09-18T01:00:00Z,Packaging,PKG08,1766,172,91.13,91.67,66.07,55.19
2026-09-18T01:00:00Z,Kitting,KIT03,1442,15,98.99,63.33,76.64,48.05
2026-09-18T01:00:00Z,Kitting,KIT04,2782,63,97.78,100.0,86.22,84.31
2026-09-18T01:00:00Z,Kitting,KIT07,475,0,99.9,18.33,86.38,15.82
2026-09-18T02:00:00Z,Assembly,ASM01,2599,61,97.71,88.33,88.56,76.44
2026-09-18T02:00:00Z,Assembly,ASM02,1604,76,95.47,73.33,76.39,53.48
2026-09-18T02:00:00Z,Assembly,ASM05,2195,53,97.65,80.0,87.82,68.61
2026-09-18T02:00:00Z,Molding,MLD03,987,33,96.78,55.0,66.24,35.26
2026-09-18T02:00:00Z,Molding,MLD04,1797,24,98.66,68.33,80.76,54.45
2026-09-18T02:00:00Z,Molding,MLD05,1675,76,95.67,100.0,60.36,57.75
2026-09-18T02:00:00Z,Molding,MLD06,1104,64,94.55,76.67,56.38,40.87
2026-09-18T02:00:00Z,Molding,MLD07,1563,54,96.64,90.0,69.11,60.11
2026-09-18T02:00:00Z,Coating,COT01,1235,49,96.18,80.0,66.86,51.45
2026-09-18T02:00:00Z,Coating,COT02,1744,62,96.54,70.0,80.63,54.49
2026-09-18T02:00:00Z,Coating,COT03,1509,40,97.44,76.67,67.31,50.29
2026-09-18T02:00:00Z,Packaging,PKG04,1809,101,94.72,100.0,63.66,60.3
2026-09-18T02:00:00Z,Packaging,PKG05,911,135,87.06,85.0,47.37,35.05
2026-09-18T02:00:00Z,Packaging,PKG06,1822,174,91.28,80.0,80.5,58.78
2026-09-18T02:00:00Z,Packaging,PKG07,878,99,89.9,76.67,53.05,36.56
2026-09-18T02:00:00Z,Packaging,PKG08,1755,182,90.61,91.67,66.02,54.83
2026-09-18T02:00:00Z,Kitting,KIT03,1772,42,97.66,81.67,74.06,59.07
2026-09-18T02:00:00Z,Kitting,KIT04,190,3,98.23,6.67,87.97,5.76
2026-09-18T02:00:00Z,Kitting,KIT05,1812,30,98.35,93.33,68.06,62.47
2026-09-18T02:00:00Z,Kitting,KIT07,998,1,99.9,45.0,74.03,33.28
2026-09-18T11:00:00Z,Assembly,ASM01,2088,86,96.03,81.67,78.31,61.41
2026-09-18T11:00:00Z,Assembly,ASM02,1070,41,96.28,50.0,74.06,35.65
2026-09-18T11:00:00Z,Assembly,ASM05,2305,51,97.84,91.67,80.3,72.02
2026-09-18T11:00:00Z,Molding,MLD03,1563,28,98.26,83.33,68.16,55.81
2026-09-18T11:00:00Z,Molding,MLD04,2012,21,98.99,81.67,75.42,60.97
2026-09-18T11:00:00Z,Molding,MLD05,834,58,93.49,61.67,49.9,28.77
2026-09-18T11:00:00Z,Molding,MLD06,872,33,96.31,50.0,67.09,32.31
2026-09-18T11:00:00Z,Molding,MLD07,1292,33,97.51,91.67,55.57,49.67
2026-09-18T11:00:00Z,Coating,COT02,1719,28,98.39,85.0,64.24,53.72
2026-09-18T11:00:00Z,Coating,COT03,1962,51,97.46,91.67,73.22,65.41
2026-09-18T11:00:00Z,Packaging,PKG04,1231,84,93.6,61.67,71.1,41.04
2026-09-18T11:00:00Z,Packaging,PKG05,384,56,87.37,33.33,50.77,14.79
2026-09-18T11:00:00Z,Packaging,PKG06,1498,124,92.35,75.0,69.77,48.33
2026-09-18T11:00:00Z,Packaging,PKG07,853,77,91.7,90.0,43.07,35.54
2026-09-18T11:00:00Z,Packaging,PKG08,1578,153,91.14,78.33,69.06,49.31
2026-09-18T11:00:00Z,Kitting,KIT03,1505,35,97.75,68.33,75.1,50.16
2026-09-18T11:00:00Z,Kitting,KIT04,1748,26,98.53,75.0,71.68,52.97
2026-09-18T11:00:00Z,Kitting,KIT05,1864,62,96.79,100.0,66.4,64.27
2026-09-18T11:00:00Z,Kitting,KIT07,2103,7,99.66,100.0,70.33,70.09
2026-09-18T11:00:00Z,Kitting,KIT08,900,17,98.14,45.0,65.73,29.03
2026-09-18T12:00:00Z,Assembly,ASM01,2176,74,96.7,73.33,90.25,64.0
2026-09-18T12:00:00Z,Assembly,ASM02,1189,40,96.73,58.33,70.21,39.62
2026-09-18T12:00:00Z,Assembly,ASM05,1372,40,97.2,53.33,82.7,42.87
2026-09-18T12:00:00Z,Molding,MLD03,1599,53,96.81,88.33,66.78,57.11
2026-09-18T12:00:00Z,Molding,MLD04,2815,22,99.23,100.0,85.95,85.29
2026-09-18T12:00:00Z,Molding,MLD05,774,53,93.64,53.33,53.44,26.69
2026-09-18T12:00:00Z,Molding,MLD06,1075,41,96.29,63.33,65.3,39.82
2026-09-18T12:00:00Z,Molding,MLD07,1504,68,95.66,100.0,60.46,57.84
2026-09-18T12:00:00Z,Coating,COT01,1180,37,96.99,86.67,58.49,49.16
2026-09-18T12:00:00Z,Coating,COT02,2063,68,96.83,83.33,79.91,64.47
2026-09-18T12:00:00Z,Coating,COT03,1510,24,98.46,71.67,71.32,50.32
2026-09-18T12:00:00Z,Packaging,PKG04,1884,127,93.68,100.0,67.04,62.8
2026-09-18T12:00:00Z,Packaging,PKG05,1091,160,87.18,83.33,57.77,41.97
2026-09-18T12:00:00Z,Packaging,PKG06,1659,163,91.08,71.67,82.0,53.52
2026-09-18T12:00:00Z,Packaging,PKG07,941,101,90.33,91.67,47.36,39.22
2026-09-18T12:00:00Z,Packaging,PKG08,1257,132,90.51,60.0,72.35,39.29
2026-09-18T12:00:00Z,Kitting,KIT03,80,2,97.82,3.33,81.66,2.66
2026-09-18T12:00:00Z,Kitting,KIT04,2550,58,97.78,88.33,89.45,77.27
2026-09-18T12:00:00Z,Kitting,KIT05,272,9,96.69,15.0,64.57,9.36
2026-09-18T12:00:00Z,Kitting,KIT07,1381,11,99.24,53.33,87.0,46.05
2026-09-18T12:00:00Z,Kitting,KIT08,1728,29,98.35,75.0,75.58,55.75
2026-09-18T13:00:00Z,Assembly,ASM02,1924,81,95.94,78.33,85.33,64.13
2026-09-18T13:00:00Z,Assembly,ASM05,2290,73,96.92,88.33,83.58,71.56
2026-09-18T13:00:00Z,Molding,MLD03,1186,40,96.78,60.0,72.93,42.35
2026-09-18T13:00:00Z,Molding,MLD04,2010,19,99.08,83.33,73.77,60.91
2026-09-18T13:00:00Z,Molding,MLD05,1230,80,93.91,83.33,54.18,42.4
2026-09-18T13:00:00Z,Molding,MLD07,463,15,96.79,28.33,64.87,17.79
2026-09-18T13:00:00Z,Coating,COT01,764,20,97.42,55.0,59.39,31.82
2026-09-18T13:00:00Z,Coating,COT02,1535,48,96.96,63.33,78.11,47.97
2026-09-18T13:00:00Z,Coating,COT03,1272,32,97.55,66.67,65.22,42.41
2026-09-18T13:00:00Z,Packaging,PKG04,1194,78,93.88,58.33,72.67,39.79
2026-09-18T13:00:00Z,Packaging,PKG06,2053,190,91.55,90.0,80.38,66.22
